target,ref,MHC_I_alpha1_alpha2,MHC_I_alpha1_alpha2_cov,peptide,peptide_cov,TCR_alpha_variable,TCR_alpha_variable_cov,TCR_beta_variable,TCR_beta_variable_cov,MHC_II_alpha1,MHC_II_alpha1_cov,MHC_II_beta1,MHC_II_beta1_cov
7RTR,2J8U,99.4475138121547,1.0,11.11111111111111,0.2222222222222222,35.51401869158879,0.9545454545454546,39.44954128440367,0.9727272727272728,,,,
7RTR,2JCC,99.4475138121547,1.0,11.11111111111111,0.2222222222222222,35.51401869158879,0.9545454545454546,39.44954128440367,0.9727272727272728,,,,
7RTR,2NX5,80.55555555555556,0.994475138121547,11.11111111111111,0.09090909090909091,36.44859813084112,0.9719626168224299,33.63636363636363,0.9727272727272728,,,,
7RTR,2OI9,68.18181818181819,0.9723756906077348,44.44444444444444,1.0,34.57943925233645,0.9722222222222222,34.57943925233645,0.9727272727272728,,,,
7RTR,2OL3,72.92817679558011,1.0,12.5,0.5555555555555556,33.64485981308411,0.911504424778761,29.09090909090909,0.9818181818181818,,,,
7RTR,2P5E,100.0,1.0,11.11111111111111,0.4444444444444444,42.05607476635514,0.9545454545454546,29.09090909090909,0.9727272727272728,,,,
7RTR,2P5W,100.0,1.0,11.11111111111111,0.4444444444444444,42.05607476635514,0.9545454545454546,28.181818181818183,0.9727272727272728,,,,
7RTR,2PYE,100.0,1.0,11.11111111111111,0.4444444444444444,42.99065420560748,0.9545454545454546,28.181818181818183,0.9727272727272728,,,,
7RTR,2UWE,99.4475138121547,1.0,11.11111111111111,0.2222222222222222,35.51401869158879,0.9545454545454546,39.44954128440367,0.9727272727272728,,,,
7RTR,2VLJ,100.0,1.0,11.11111111111111,0.3333333333333333,37.62376237623762,0.9252336448598131,41.28440366972477,0.9727272727272728,,,,
7RTR,2VLK,100.0,1.0,11.11111111111111,0.3333333333333333,37.62376237623762,0.9252336448598131,41.28440366972477,0.9727272727272728,,,,
7RTR,2VLR,100.0,1.0,11.11111111111111,0.3333333333333333,37.62376237623762,0.9252336448598131,41.28440366972477,0.9727272727272728,,,,
7RTR,2YPL,81.21546961325967,1.0,11.11111111111111,0.8181818181818182,46.22641509433962,0.9719626168224299,37.38317757009346,0.9727272727272728,,,,
7RTR,3D39,100.0,1.0,11.11111111111111,0.2222222222222222,86.91588785046729,0.9813084112149533,32.72727272727273,0.9553571428571429,,,,
7RTR,3D3V,100.0,1.0,11.11111111111111,0.2222222222222222,86.91588785046729,0.9813084112149533,32.72727272727273,0.9553571428571429,,,,
7RTR,3DXA,79.00552486187846,1.0,22.22222222222222,0.5,26.666666666666668,0.9439252336448598,92.72727272727273,0.9642857142857143,,,,
7RTR,3E2H,68.57142857142857,0.9668508287292817,44.44444444444444,1.0,34.57943925233645,0.9722222222222222,34.57943925233645,0.9727272727272728,,,,
7RTR,3E3Q,68.57142857142857,0.9668508287292817,44.44444444444444,1.0,34.57943925233645,0.9722222222222222,34.57943925233645,0.9727272727272728,,,,
7RTR,3FFC,81.00558659217877,0.988950276243094,33.333333333333336,1.0,36.44859813084112,0.9363636363636364,58.18181818181818,0.9391304347826087,,,,
7RTR,3GSN,100.0,1.0,22.22222222222222,1.0,41.509433962264154,0.9813084112149533,30.90909090909091,0.963963963963964,,,,
7RTR,3H9S,100.0,1.0,33.333333333333336,0.5555555555555556,86.91588785046729,0.9813084112149533,32.72727272727273,0.9553571428571429,,,,
7RTR,3HG1,100.0,1.0,11.11111111111111,0.2,90.47619047619048,0.9813084112149533,33.63636363636363,0.954954954954955,,,,
7RTR,3KPR,79.00552486187846,1.0,44.44444444444444,0.7777777777777778,25.233644859813083,0.9357798165137615,76.36363636363636,0.9821428571428571,,,,
7RTR,3KPS,79.00552486187846,1.0,44.44444444444444,0.7777777777777778,25.233644859813083,0.9357798165137615,76.36363636363636,0.9821428571428571,,,,
7RTR,3KXF,80.0,0.994475138121547,11.11111111111111,0.07692307692307693,37.38317757009346,0.9279279279279279,37.27272727272727,0.9727272727272728,,,,
7RTR,3MV7,80.55555555555556,0.994475138121547,11.11111111111111,0.09090909090909091,42.30769230769231,0.9252336448598131,46.2962962962963,0.9727272727272728,,,,
7RTR,3MV8,80.55555555555556,0.994475138121547,11.11111111111111,0.09090909090909091,42.30769230769231,0.9252336448598131,46.2962962962963,0.9727272727272728,,,,
7RTR,3MV9,80.55555555555556,0.994475138121547,11.11111111111111,0.09090909090909091,42.30769230769231,0.9252336448598131,46.2962962962963,0.9727272727272728,,,,
7RTR,3O4L,100.0,1.0,11.11111111111111,0.2222222222222222,42.71844660194175,0.9532710280373832,29.09090909090909,0.9642857142857143,,,,
7RTR,3PQY,67.77777777777777,0.994475138121547,11.11111111111111,0.2,23.58490566037736,0.9626168224299065,36.44859813084112,0.9727272727272728,,,,
7RTR,3PWP,100.0,1.0,11.11111111111111,0.2222222222222222,86.91588785046729,0.9813084112149533,32.72727272727273,0.9553571428571429,,,,
7RTR,3QDG,100.0,1.0,11.11111111111111,0.2,90.56603773584905,0.9813084112149533,34.862385321100916,0.9727272727272728,,,,
7RTR,3QDJ,100.0,1.0,11.11111111111111,0.4444444444444444,90.56603773584905,0.9813084112149533,34.862385321100916,0.9727272727272728,,,,
7RTR,3QDM,100.0,1.0,11.11111111111111,0.2,35.64356435643565,0.9158878504672897,34.54545454545455,0.9727272727272728,,,,
7RTR,3QEQ,100.0,1.0,11.11111111111111,0.4444444444444444,35.64356435643565,0.9158878504672897,34.54545454545455,0.9727272727272728,,,,
7RTR,3QFJ,100.0,1.0,11.11111111111111,0.2222222222222222,86.91588785046729,0.9813084112149533,32.72727272727273,0.9553571428571429,,,,
7RTR,3RGV,71.8232044198895,1.0,0.0,0.23076923076923078,35.84905660377358,0.9813084112149533,34.862385321100916,0.9727272727272728,,,,
7RTR,3SJV,81.00558659217877,0.988950276243094,33.333333333333336,1.0,67.96116504854369,0.9626168224299065,34.862385321100916,0.9636363636363636,,,,
7RTR,3TF7,68.18181818181819,0.9723756906077348,44.44444444444444,1.0,,0.0,35.18518518518518,0.9727272727272728,,,,
7RTR,3TFK,68.18181818181819,0.9723756906077348,11.11111111111111,0.2222222222222222,33.64485981308411,0.9545454545454546,36.111111111111114,0.9727272727272728,,,,
7RTR,3TJH,68.18181818181819,0.9723756906077348,0.0,0.2222222222222222,33.64485981308411,0.9545454545454546,36.111111111111114,0.9727272727272728,,,,
7RTR,3TPU,68.18181818181819,0.9723756906077348,33.333333333333336,1.0,33.64485981308411,0.9545454545454546,36.111111111111114,0.9727272727272728,,,,
7RTR,3UTS,100.0,1.0,11.11111111111111,0.2,69.1588785046729,0.9813084112149533,54.54545454545455,0.9557522123893806,,,,
7RTR,3UTT,100.0,1.0,11.11111111111111,0.2,69.1588785046729,0.9813084112149533,54.54545454545455,0.9557522123893806,,,,
7RTR,3VXM,88.95027624309392,1.0,22.22222222222222,0.4,31.77570093457944,0.9375,40.90909090909091,0.9732142857142857,,,,
7RTR,3VXR,88.95027624309392,1.0,33.333333333333336,0.8,44.85981308411215,0.9722222222222222,90.9090909090909,0.9818181818181818,,,,
7RTR,3VXS,88.95027624309392,1.0,0.0,0.1,44.85981308411215,0.9722222222222222,90.9090909090909,0.9818181818181818,,,,
7RTR,3VXU,88.95027624309392,1.0,22.22222222222222,0.4,87.85046728971963,0.9907407407407407,37.96296296296296,0.9727272727272728,,,,
7RTR,3W0W,88.95027624309392,1.0,22.22222222222222,0.4,87.85046728971963,0.9907407407407407,37.96296296296296,0.9727272727272728,,,,
7RTR,4EUP,100.0,1.0,11.11111111111111,0.2222222222222222,85.98130841121495,0.9813084112149533,35.45454545454545,0.9727272727272728,,,,
7RTR,4FTV,100.0,1.0,11.11111111111111,0.2222222222222222,86.91588785046729,0.9813084112149533,32.72727272727273,0.9553571428571429,,,,
7RTR,4G8G,83.42541436464089,1.0,22.22222222222222,0.6,40.18691588785047,0.9107142857142857,28.181818181818183,0.9727272727272728,,,,
7RTR,4G9F,83.42541436464089,1.0,11.11111111111111,0.6,40.18691588785047,0.9107142857142857,28.181818181818183,0.9727272727272728,,,,
7RTR,4JFD,100.0,1.0,11.11111111111111,0.2,83.80952380952381,0.9813084112149533,33.63636363636363,0.954954954954955,,,,
7RTR,4JFE,100.0,1.0,11.11111111111111,0.2,83.80952380952381,0.9813084112149533,33.63636363636363,0.954954954954955,,,,
7RTR,4JFF,100.0,1.0,11.11111111111111,0.2,83.80952380952381,0.9813084112149533,33.63636363636363,0.954954954954955,,,,
7RTR,4JRX,80.0,0.994475138121547,11.11111111111111,0.07692307692307693,37.38317757009346,0.9279279279279279,35.51401869158879,0.9727272727272728,,,,
7RTR,4JRY,80.0,0.994475138121547,11.11111111111111,0.07692307692307693,40.18691588785047,0.9719626168224299,49.09090909090909,0.9727272727272728,,,,
7RTR,4L3E,100.0,1.0,11.11111111111111,0.2,89.62264150943396,0.9813084112149533,34.862385321100916,0.9727272727272728,,,,
7RTR,4MJI,79.00552486187846,1.0,12.5,0.5555555555555556,36.89320388349515,0.9345794392523364,61.46788990825688,0.9727272727272728,,,,
7RTR,4MNQ,100.0,1.0,11.11111111111111,0.2222222222222222,36.27450980392157,0.9065420560747663,29.62962962962963,0.9727272727272728,,,,
7RTR,4MS8,67.61363636363636,0.9723756906077348,11.11111111111111,0.2222222222222222,33.64485981308411,0.9545454545454546,36.111111111111114,0.9727272727272728,,,,
7RTR,4MVB,67.61363636363636,0.9723756906077348,44.44444444444444,0.7777777777777778,33.64485981308411,0.9545454545454546,36.111111111111114,0.9727272727272728,,,,
7RTR,4MXQ,67.61363636363636,0.9723756906077348,33.333333333333336,1.0,33.64485981308411,0.9545454545454546,36.111111111111114,0.9727272727272728,,,,
7RTR,4N0C,67.61363636363636,0.9723756906077348,0.0,0.1111111111111111,33.64485981308411,0.9545454545454546,36.111111111111114,0.9727272727272728,,,,
7RTR,4N5E,67.61363636363636,0.9723756906077348,11.11111111111111,0.7777777777777778,33.64485981308411,0.9545454545454546,36.111111111111114,0.9727272727272728,,,,
7RTR,4NHU,69.88636363636364,0.9723756906077348,11.11111111111111,0.7272727272727273,33.64485981308411,0.9722222222222222,35.51401869158879,0.9727272727272728,,,,
7RTR,4PRH,79.88826815642459,0.988950276243094,11.11111111111111,0.09090909090909091,42.30769230769231,0.9252336448598131,46.2962962962963,0.9727272727272728,,,,
7RTR,4PRI,80.0,0.994475138121547,11.11111111111111,0.09090909090909091,42.30769230769231,0.9252336448598131,46.2962962962963,0.9727272727272728,,,,
7RTR,4PRP,80.55555555555556,0.994475138121547,11.11111111111111,0.09090909090909091,42.30769230769231,0.9252336448598131,46.2962962962963,0.9727272727272728,,,,
7RTR,4QOK,100.0,1.0,11.11111111111111,0.4,90.47619047619048,0.9813084112149533,33.63636363636363,0.954954954954955,,,,
7RTR,4QRP,81.00558659217877,0.988950276243094,11.11111111111111,0.2222222222222222,36.44859813084112,0.9813084112149533,55.45454545454545,0.9642857142857143,,,,
7RTR,4QRR,80.55555555555556,0.994475138121547,11.11111111111111,0.1111111111111111,35.51401869158879,0.8956521739130435,50.0,0.963963963963964,,,,
7RTR,5BRZ,86.74033149171271,1.0,11.11111111111111,0.1111111111111111,40.18691588785047,0.9545454545454546,50.45871559633027,0.9727272727272728,,,,
7RTR,5BS0,86.74033149171271,1.0,11.11111111111111,0.1111111111111111,40.18691588785047,0.9545454545454546,50.45871559633027,0.9727272727272728,,,,
7RTR,5C07,100.0,1.0,22.22222222222222,0.9,69.1588785046729,0.9813084112149533,54.54545454545455,0.9557522123893806,,,,
7RTR,5C08,100.0,1.0,0.0,0.0,69.1588785046729,0.9813084112149533,54.54545454545455,0.9557522123893806,,,,
7RTR,5C09,100.0,1.0,33.333333333333336,0.9,69.1588785046729,0.9813084112149533,54.54545454545455,0.9557522123893806,,,,
7RTR,5C0A,100.0,1.0,11.11111111111111,0.2,69.1588785046729,0.9813084112149533,54.54545454545455,0.9557522123893806,,,,
7RTR,5C0B,100.0,1.0,22.22222222222222,0.5,69.1588785046729,0.9813084112149533,54.54545454545455,0.9557522123893806,,,,
7RTR,5C0C,100.0,1.0,22.22222222222222,0.5,69.1588785046729,0.9813084112149533,54.54545454545455,0.9557522123893806,,,,
7RTR,5D2L,100.0,1.0,22.22222222222222,1.0,40.56603773584906,0.9813084112149533,63.63636363636363,0.972972972972973,,,,
7RTR,5D2N,100.0,1.0,22.22222222222222,1.0,25.96153846153846,0.9532710280373832,70.9090909090909,0.9565217391304348,,,,
7RTR,5E6I,100.0,1.0,11.11111111111111,0.3333333333333333,36.19047619047619,0.9158878504672897,33.944954128440365,0.9636363636363636,,,,
7RTR,5E9D,100.0,1.0,11.11111111111111,0.2,85.04672897196262,0.9813084112149533,32.72727272727273,0.9553571428571429,,,,
7RTR,5EU6,100.0,1.0,33.333333333333336,1.0,42.99065420560748,0.9545454545454546,63.63636363636363,0.9727272727272728,,,,
7RTR,5EUO,100.0,1.0,11.11111111111111,0.3333333333333333,38.3177570093458,0.9541284403669725,41.28440366972477,0.9727272727272728,,,,
7RTR,5HHM,100.0,1.0,11.11111111111111,0.3333333333333333,37.62376237623762,0.9252336448598131,41.28440366972477,0.9727272727272728,,,,
7RTR,5HHO,100.0,1.0,11.11111111111111,0.3333333333333333,37.62376237623762,0.9252336448598131,41.28440366972477,0.9727272727272728,,,,
7RTR,5HYJ,100.0,1.0,0.0,0.0,69.1588785046729,0.9813084112149533,54.54545454545455,0.9557522123893806,,,,
7RTR,5ISZ,100.0,1.0,11.11111111111111,0.3333333333333333,41.12149532710281,0.9813084112149533,41.28440366972477,0.9727272727272728,,,,
7RTR,5IVX,69.61325966850829,1.0,33.333333333333336,0.8,45.794392523364486,0.9545454545454546,33.333333333333336,0.9727272727272728,,,,
7RTR,5JHD,100.0,1.0,11.11111111111111,0.3333333333333333,38.3177570093458,0.9035087719298246,37.96296296296296,0.9727272727272728,,,,
7RTR,5JZI,100.0,1.0,11.11111111111111,0.5,44.85981308411215,0.9537037037037037,34.25925925925926,0.9727272727272728,,,,
7RTR,5M00,67.95580110497238,1.0,0.0,0.2222222222222222,47.66355140186916,0.9813084112149533,35.45454545454545,0.9727272727272728,,,,
7RTR,5M01,67.95580110497238,1.0,22.22222222222222,0.8888888888888888,47.66355140186916,0.9813084112149533,35.45454545454545,0.9727272727272728,,,,
7RTR,5M02,67.95580110497238,1.0,22.22222222222222,0.8888888888888888,47.66355140186916,0.9813084112149533,35.45454545454545,0.9727272727272728,,,,
7RTR,5MEN,100.0,1.0,11.11111111111111,0.2222222222222222,37.254901960784316,0.9065420560747663,29.62962962962963,0.9727272727272728,,,,
7RTR,5NHT,100.0,1.0,11.11111111111111,0.2,89.62264150943396,0.9813084112149533,36.36363636363637,0.963963963963964,,,,
7RTR,5NME,100.0,1.0,22.22222222222222,0.7777777777777778,85.98130841121495,0.9813084112149533,48.62385321100918,0.9727272727272728,,,,
7RTR,5NMF,100.0,1.0,22.22222222222222,0.7777777777777778,85.98130841121495,0.9813084112149533,48.62385321100918,0.9727272727272728,,,,
7RTR,5NMG,100.0,1.0,11.11111111111111,0.2222222222222222,85.98130841121495,0.9813084112149533,48.62385321100918,0.9727272727272728,,,,
7RTR,5NQK,100.0,1.0,11.11111111111111,0.2,88.67924528301887,0.9813084112149533,36.36363636363637,0.963963963963964,,,,
7RTR,5SWS,67.95580110497238,1.0,0.0,0.5555555555555556,47.66355140186916,0.963302752293578,41.28440366972477,0.9727272727272728,,,,
7RTR,5SWZ,67.95580110497238,1.0,0.0,0.5555555555555556,46.728971962616825,0.963302752293578,40.90909090909091,0.9727272727272728,,,,
7RTR,5TEZ,100.0,1.0,11.11111111111111,0.3333333333333333,49.532710280373834,0.9545454545454546,34.54545454545455,0.9727272727272728,,,,
7RTR,5TIL,67.95580110497238,1.0,22.22222222222222,0.8888888888888888,47.66355140186916,0.9813084112149533,35.45454545454545,0.9727272727272728,,,,
7RTR,5TJE,67.95580110497238,1.0,0.0,0.2222222222222222,47.66355140186916,0.9813084112149533,35.45454545454545,0.9727272727272728,,,,
7RTR,5W1V,71.8232044198895,1.0,44.44444444444444,1.0,36.19047619047619,0.9158878504672897,43.63636363636363,0.9469026548672567,,,,
7RTR,5W1W,71.8232044198895,1.0,44.44444444444444,1.0,36.19047619047619,0.9158878504672897,43.63636363636363,0.9469026548672567,,,,
7RTR,5WKF,90.05524861878453,1.0,11.11111111111111,0.5,33.9622641509434,0.9158878504672897,56.36363636363637,0.9642857142857143,,,,
7RTR,5WKH,90.05524861878453,1.0,0.0,0.0,33.9622641509434,0.9158878504672897,56.36363636363637,0.9642857142857143,,,,
7RTR,5WLG,67.95580110497238,1.0,22.22222222222222,0.2222222222222222,39.603960396039604,0.9345794392523364,36.36363636363637,0.9727272727272728,,,,
7RTR,5XOT,80.0,0.994475138121547,11.11111111111111,0.2222222222222222,37.38317757009346,0.944954128440367,38.18181818181818,0.963963963963964,,,,
7RTR,5XOV,88.95027624309392,1.0,33.333333333333336,0.8,35.51401869158879,0.911504424778761,32.72727272727273,0.9464285714285714,,,,
7RTR,5YXN,100.0,1.0,11.11111111111111,0.5,44.85981308411215,0.9537037037037037,34.25925925925926,0.9727272727272728,,,,
7RTR,5YXU,100.0,1.0,11.11111111111111,0.5,43.925233644859816,0.9537037037037037,33.333333333333336,0.9727272727272728,,,,
7RTR,6AM5,100.0,1.0,11.11111111111111,0.3,90.56603773584905,0.9813084112149533,34.862385321100916,0.9727272727272728,,,,
7RTR,6AMU,100.0,0.994475138121547,0.0,0.2,90.56603773584905,0.9813084112149533,34.862385321100916,0.9727272727272728,,,,
7RTR,6AVF,80.89887640449439,0.9834254143646409,11.11111111111111,0.15384615384615385,25.233644859813083,0.9166666666666666,35.45454545454545,0.9727272727272728,,,,
7RTR,6AVG,80.89887640449439,0.9834254143646409,11.11111111111111,0.15384615384615385,28.155339805825243,0.9158878504672897,48.18181818181818,0.963963963963964,,,,
7RTR,6BJ2,80.55555555555556,0.994475138121547,11.11111111111111,0.2222222222222222,35.51401869158879,0.911504424778761,45.87155963302752,0.9727272727272728,,,,
7RTR,6BJ3,80.55555555555556,0.994475138121547,11.11111111111111,0.2222222222222222,37.38317757009346,0.944954128440367,38.18181818181818,0.963963963963964,,,,
7RTR,6BJ8,80.55555555555556,0.994475138121547,11.11111111111111,0.2222222222222222,37.38317757009346,0.944954128440367,38.18181818181818,0.963963963963964,,,,
7RTR,6D78,100.0,1.0,11.11111111111111,0.4444444444444444,89.62264150943396,0.9813084112149533,34.862385321100916,0.9727272727272728,,,,
7RTR,6D7G,100.0,1.0,11.11111111111111,0.2,38.3177570093458,0.9279279279279279,25.454545454545453,0.9464285714285714,,,,
7RTR,6DKP,100.0,1.0,11.11111111111111,0.2,88.67924528301887,0.9813084112149533,34.862385321100916,0.9727272727272728,,,,
7RTR,6EQA,100.0,1.0,11.11111111111111,0.4444444444444444,90.47619047619048,0.9813084112149533,33.63636363636363,0.954954954954955,,,,
7RTR,6EQB,100.0,1.0,11.11111111111111,0.4444444444444444,83.80952380952381,0.9813084112149533,33.63636363636363,0.954954954954955,,,,
7RTR,6G9Q,67.95580110497238,1.0,11.11111111111111,0.4444444444444444,47.66355140186916,0.9813084112149533,35.45454545454545,0.9727272727272728,,,,
7RTR,6L9L,68.57142857142857,0.9668508287292817,22.22222222222222,0.4444444444444444,22.857142857142858,0.9626168224299065,40.74074074074074,0.9727272727272728,,,,
7RTR,6MTM,82.87292817679558,1.0,22.22222222222222,0.7777777777777778,33.980582524271846,0.9252336448598131,38.888888888888886,0.9545454545454546,,,,
7RTR,6P64,99.4475138121547,1.0,11.11111111111111,0.2222222222222222,36.44859813084112,0.944954128440367,58.18181818181818,0.972972972972973,,,,
7RTR,6Q3S,98.89502762430939,1.0,11.11111111111111,0.4444444444444444,41.12149532710281,0.9545454545454546,28.181818181818183,0.9727272727272728,,,,
7RTR,6R2L,100.0,1.0,11.11111111111111,0.2222222222222222,37.254901960784316,0.9065420560747663,57.27272727272727,0.9391304347826087,,,,
7RTR,6RP9,100.0,1.0,11.11111111111111,0.4444444444444444,88.78504672897196,0.981651376146789,73.63636363636364,0.9649122807017544,,,,
7RTR,6RPA,100.0,1.0,11.11111111111111,0.4444444444444444,37.38317757009346,0.911504424778761,39.09090909090909,0.9642857142857143,,,,
7RTR,6RPB,100.0,1.0,11.11111111111111,0.4444444444444444,85.98130841121495,0.9813084112149533,30.90909090909091,0.9727272727272728,,,,
7RTR,6RSY,100.0,1.0,22.22222222222222,0.2222222222222222,27.102803738317757,0.9351851851851852,90.9090909090909,0.963963963963964,,,,
7RTR,6TMO,100.0,1.0,11.11111111111111,0.4,83.80952380952381,0.9813084112149533,33.63636363636363,0.954954954954955,,,,
7RTR,6TRO,100.0,1.0,0.0,0.0,37.38317757009346,0.963302752293578,36.36363636363637,0.9469026548672567,,,,
7RTR,6UK2,99.4475138121547,1.0,11.11111111111111,0.5555555555555556,36.44859813084112,0.944954128440367,58.18181818181818,0.972972972972973,,,,
7RTR,6UK4,99.4475138121547,1.0,11.11111111111111,0.2222222222222222,36.44859813084112,0.944954128440367,58.18181818181818,0.972972972972973,,,,
7RTR,6ULN,82.22222222222223,0.994475138121547,0.0,0.0,28.037383177570092,0.9166666666666666,45.45454545454545,0.9727272727272728,,,,
7RTR,6ULR,82.22222222222223,0.994475138121547,0.0,0.0,28.037383177570092,0.9166666666666666,45.45454545454545,0.963963963963964,,,,
7RTR,6UON,82.22222222222223,0.994475138121547,11.11111111111111,0.2,91.58878504672897,0.981651376146789,37.03703703703704,0.9727272727272728,,,,
7RTR,6UZ1,100.0,1.0,11.11111111111111,0.2222222222222222,84.11214953271028,0.9813084112149533,32.72727272727273,0.9553571428571429,,,,
7RTR,6VM7,100.0,1.0,0.0,0.1111111111111111,36.44859813084112,0.963302752293578,39.09090909090909,0.963963963963964,,,,
7RTR,6VM8,100.0,1.0,0.0,0.2222222222222222,36.44859813084112,0.963302752293578,39.09090909090909,0.963963963963964,,,,
7RTR,6VM9,100.0,1.0,0.0,0.2222222222222222,88.78504672897196,0.981651376146789,41.28440366972477,0.9727272727272728,,,,
7RTR,6VMA,100.0,1.0,0.0,0.1111111111111111,88.78504672897196,0.981651376146789,41.28440366972477,0.9727272727272728,,,,
7RTR,6VMC,100.0,1.0,11.11111111111111,0.2222222222222222,88.78504672897196,0.981651376146789,41.28440366972477,0.9727272727272728,,,,
7RTR,6VMX,80.89887640449439,0.9834254143646409,22.22222222222222,0.7777777777777778,42.05607476635514,0.9722222222222222,37.27272727272727,0.9732142857142857,,,,
7RTR,6VQO,100.0,1.0,0.0,0.2222222222222222,71.02803738317758,0.9553571428571429,35.45454545454545,0.9727272727272728,,,,
7RTR,6VRM,100.0,1.0,0.0,0.2222222222222222,63.20754716981132,0.9719626168224299,38.18181818181818,0.9553571428571429,,,,
7RTR,6VRN,100.0,1.0,0.0,0.2222222222222222,35.51401869158879,0.911504424778761,37.27272727272727,0.963963963963964,,,,
7RTR,7BYD,78.88888888888889,0.994475138121547,0.0,0.2222222222222222,26.666666666666668,0.9345794392523364,39.09090909090909,0.9469026548672567,,,,
7RTR,7JWI,67.95580110497238,1.0,0.0,0.5555555555555556,46.728971962616825,0.963302752293578,40.90909090909091,0.9727272727272728,,,,
7RTR,7JWJ,67.95580110497238,1.0,0.0,0.5555555555555556,36.633663366336634,0.9158878504672897,39.09090909090909,0.956140350877193,,,,
7RTR,7N1E,100.0,1.0,11.11111111111111,0.2222222222222222,39.25233644859813,0.9626168224299065,58.18181818181818,0.9557522123893806,,,,
7RTR,7N1F,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,,,,
7RTR,7N6E,100.0,1.0,100.0,1.0,66.34615384615384,0.9719626168224299,34.862385321100916,0.9727272727272728,,,,
6ZKW,1AO7,71.66666666666667,0.994475138121547,22.22222222222222,0.2222222222222222,42.99065420560748,0.9907407407407407,91.07142857142857,1.0,,,,
6ZKW,1BD2,71.66666666666667,0.994475138121547,22.22222222222222,0.2222222222222222,39.25233644859813,0.9907407407407407,92.7927927927928,0.9910714285714286,,,,
6ZKW,1FO0,65.55555555555556,0.994475138121547,0.0,0.1111111111111111,35.18518518518518,0.9557522123893806,31.192660550458715,0.9553571428571429,,,,
